auth_user_id,tipo_usuario,nombre,apellido,fecha_nacimiento,direccion,telefono,especialidad,consultorio
869,administrativo,Rafaela,Piñol,2004-12-02,"Urbanización de Ainoa Salamanca 15, Tarragona, 18841",+34 864925650,,
870,administrativo,Loida,Roma,1978-11-07,"Glorieta de Anunciación Soriano 678 Piso 0 , Alicante, 32074",+34 707 776 285,,
871,administrativo,Marianela,Iñiguez,1960-08-18,"Pasadizo de Corona Diego 78 Apt. 29 , Ourense, 04721",+34699 425 149,,
872,paciente,Borja,Rodríguez,1972-03-13,"Ronda Violeta Agudo 69 Piso 0 , Palencia, 44191",+34 831085131,,
873,administrativo,Leopoldo,Bosch,1992-10-11,"Rambla Irma Castañeda 29, Asturias, 47388",+34983 347 259,,
874,paciente,Gustavo,Avilés,1986-10-13,"Acceso de Virgilio Alvarez 8 Apt. 88 , Granada, 43874",+34849 69 99 17,,
875,doctor,Adriana,Cortina,2003-05-03,"Via Calista Sosa 5 Piso 6 , Alicante, 51250",+34916234804,Oftalmología,Consultorio 5
876,paciente,Julie,Fortuny,1946-12-16,"Rambla Alfredo Castro 54 Apt. 14 , Albacete, 49038",+34803421451,,
877,doctor,Custodio,Valdés,1948-07-23,"Acceso Ofelia Criado 28, Guadalajara, 46042",+34988 626 664,Dermatología,Consultorio 10
878,paciente,Abigaíl,Valbuena,1973-10-11,"Callejón Ale Iniesta 2 Piso 1 , Vizcaya, 16093",+34 800507933,,
879,doctor,Nidia,Moles,1947-06-09,"Avenida de Azeneth Salinas 87, Barcelona, 01344",+34982 663 888,Urología,Consultorio 8
880,paciente,Maura,Campos,1998-10-18,"Rambla de Jerónimo Espejo 16 Apt. 58 , Baleares, 24121",+34901372735,,
881,doctor,Ángeles,Diéguez,1951-02-02,"Rambla de Adora Mora 7, Cantabria, 01313",+34 971844586,Neurología,Consultorio 3
882,doctor,Josep,Cervantes,1996-10-05,"C. de Amor Rivera 64 Apt. 43 , Guipúzcoa, 38324",+34887 32 19 40,Cardiología,Consultorio 5
883,administrativo,Lina,Alsina,1995-12-10,"Via Nuria Corominas 15, Ceuta, 46898",+34 826 41 62 61,,
884,administrativo,Baudelio,Ángel,1990-07-08,"Calle de Albert Morcillo 6 Apt. 67 , Almería, 49808",+34 872 21 85 60,,
885,doctor,Susana,Peiró,1978-12-19,"Alameda Miguel Leal 52 Apt. 05 , Melilla, 44003",+34 987 01 87 76,Cardiología,Consultorio 5
886,administrativo,Cándida,Diéguez,2005-11-20,"Glorieta de Ciríaco Bernal 84, Sevilla, 19210",+34 923710701,,
887,paciente,Natanael,Álvaro,2003-04-04,"Vial de Evangelina Donoso 5 Piso 8 , La Coruña, 11850",+34944 79 39 68,,
888,administrativo,Manuelita,Gomila,1979-06-04,"Pasaje de Américo Alvarez 970, Ávila, 07510",+34968 055 463,,
889,doctor,Ángeles,Perez,1963-07-14,"Urbanización Florencia Pereira 777, Burgos, 04521",+34 879 596 788,Neurología,Consultorio 10
890,doctor,Úrsula,Ródenas,1970-12-27,"Cuesta Álvaro Capdevila 7, Palencia, 45985",+34971 222 774,Urología,Consultorio 6
891,doctor,Juan Francisco,Somoza,1977-12-01,"Vial de Albano Marín 84 Piso 3 , Baleares, 17768",+34630301099,Pediatría,Consultorio 9
892,administrativo,Agustina,Riquelme,1962-10-19,"Cañada Zaida Garmendia 51, La Rioja, 11940",+34986193242,,
893,paciente,Juan Manuel,Mariño,1979-11-11,"Avenida Régulo Valls 19 Apt. 08 , Santa Cruz de Tenerife, 34831",+34 981141073,,
894,doctor,Mónica,Águila,1947-02-16,"Alameda Rosenda Naranjo 82, Lugo, 42788",+34 987 15 96 32,Cardiología,Consultorio 9
895,administrativo,Amador,Espada,1957-10-14,"Camino de Tiburcio Coronado 59, Lleida, 15116",+34 847 25 32 21,,
896,doctor,Hernando,Yuste,1965-08-01,"Alameda Francisco Javier Montesinos 862, Lleida, 36038",+34 848 55 78 99,Cardiología,Consultorio 8
897,paciente,Zaira,Benavente,1949-11-05,"Cañada de Ascensión Muñoz 13 Puerta 3 , Albacete, 12796",+34877 72 95 58,,
898,administrativo,Carmelo,Casal,1946-08-01,"Acceso Ernesto Checa 59, Burgos, 43632",+34 844932174,,
899,administrativo,Úrsula,Cuenca,1976-12-04,"Ronda Aníbal Simó 55, Córdoba, 51484",+34 864 338 333,,
900,administrativo,Diana,Zurita,1998-04-18,"Cañada de Galo Barberá 568 Apt. 72 , Ourense, 12505",+34 821 21 89 78,,
901,paciente,Aitana,Vilaplana,2004-12-21,"Via de Constanza Tomé 32 Piso 8 , Cantabria, 04070",+34943 38 70 33,,
902,administrativo,Alex,Guijarro,1975-06-30,"Cañada Lorenzo Morales 98 Apt. 86 , Asturias, 17623",+34 876690086,,
903,paciente,Carmela,Nogués,1960-04-23,"Acceso de Narciso Lorenzo 71 Apt. 67 , Teruel, 44596",+34 876 06 78 28,,
904,doctor,Macarena,Vidal,1984-06-12,"Pasaje de Chus Perez 93, Asturias, 43432",+34827 912 250,Oftalmología,Consultorio 9
905,administrativo,Luis Ángel,Macías,1991-10-31,"Calle de Manu Serna 12, Granada, 02352",+34 945486043,,
906,doctor,Jovita,Santos,1966-10-11,"Plaza Narciso Ayllón 98 Puerta 1 , Santa Cruz de Tenerife, 42593",+34 806 145 805,Neurología,Consultorio 2
907,administrativo,Artemio,Valle,1945-07-03,"Plaza Manu Bolaños 88 Apt. 35 , Barcelona, 17480",+34921 51 37 79,,
908,paciente,Lorenza,Pelayo,1970-02-28,"Vial Adela Riba 14, Murcia, 03042",+34987 93 78 59,,
909,administrativo,Antonia,Sureda,1994-11-16,"Rambla de Ainara Jáuregui 42 Apt. 44 , Barcelona, 15117",+34883256797,,
910,doctor,Elvira,Bolaños,1955-12-18,"Avenida Fabiola Lluch 2, Guadalajara, 48372",+34821854135,Traumatología,Consultorio 4
911,doctor,Edu,Marcos,1986-01-30,"Cañada de Olegario Romeu 80 Puerta 6 , Madrid, 50001",+34975 68 90 32,Pediatría,Consultorio 9
912,paciente,Luna,Somoza,1997-11-28,"Avenida Irene Llano 49 Puerta 2 , Palencia, 18471",+34 824 51 51 20,,
913,paciente,Porfirio,Ribes,1946-11-29,"Cuesta Alondra Aranda 245 Piso 7 , León, 02187",+34 719 21 39 39,,
914,paciente,Isaura,Gargallo,1950-07-25,"Plaza de Edgardo Girón 96, Zamora, 03603",+34821 70 28 77,,
915,paciente,Lorena,Calvo,1947-01-02,"C. Rosalva Cuadrado 677, La Coruña, 16126",+34 719156553,,
916,paciente,Rolando,Santamaría,2005-12-06,"Paseo Ángeles Pinilla 10, Cuenca, 25314",+34 872 096 465,,
917,doctor,Poncio,Roldán,1997-04-08,"Pasadizo Tomasa Bonet 22, Madrid, 45803",+34977092522,Psiquiatría,Consultorio 3
918,doctor,Iván,Domínguez,1974-07-04,"Pasadizo Josefina Enríquez 25, Lleida, 08697",+34 943223055,Pediatría,Consultorio 3
919,paciente,Agustina,Machado,1985-03-09,"Plaza Berto Borrás 38 Piso 8 , Valencia, 14490",+34 858384266,,
920,doctor,Ruperta,Tomás,1982-06-13,"Urbanización Noelia Osuna 93 Piso 3 , Madrid, 47716",+34 985 17 97 59,Traumatología,Consultorio 4
921,administrativo,Áurea,Bermejo,1968-09-17,"Plaza Griselda Agullo 44 Apt. 79 , La Rioja, 27959",+34 877 022 249,,
922,doctor,Seve,Bertrán,1965-01-21,"Alameda de Martín Bárcena 54, Palencia, 50091",+34925598752,Traumatología,Consultorio 9
923,administrativo,Godofredo,Sainz,1983-08-30,"Acceso de Rosario Carrera 10 Piso 3 , Córdoba, 27916",+34944 359 865,,
924,administrativo,Rosaura,Muñoz,1952-01-23,"Avenida Aránzazu Amigó 80 Apt. 34 , Palencia, 25381",+34886 92 94 65,,
925,doctor,Clímaco,Pintor,1969-07-13,"Cañada María José Garzón 26, Guadalajara, 05712",+34 901 239 858,Traumatología,Consultorio 3
926,paciente,Emigdio,Pareja,1996-06-17,"C. Remedios Soto 11 Puerta 3 , Baleares, 20553",+34 979 74 07 21,,
927,doctor,Eusebia,Zaragoza,1970-06-27,"Calle de Rogelio Barragán 512, Girona, 48666",+34807 14 16 13,Dermatología,Consultorio 10
928,doctor,Darío,Velasco,1961-08-14,"Pasadizo de Cruz Reguera 17 Piso 7 , Soria, 29229",+34 803 831 374,Gastroenterología,Consultorio 9
929,administrativo,Sofía,Uriarte,1951-12-27,"Glorieta de Emperatriz Sanjuan 7 Puerta 5 , La Coruña, 19910",+34 926 37 92 76,,
930,paciente,Ezequiel,Aznar,1953-06-18,"Cuesta Ximena Gracia 6, Melilla, 31428",+34828 85 89 89,,
931,doctor,Olalla,Fernandez,1999-02-04,"Rambla Gisela Rosales 53, Álava, 06976",+34922 87 49 06,Traumatología,Consultorio 6
932,doctor,Baldomero,Soler,1999-02-26,"Cuesta de Agustín Segovia 74 Apt. 46 , Córdoba, 04739",+34843 926 243,Gastroenterología,Consultorio 5
933,administrativo,Lino,Perales,1970-04-01,"Urbanización de Pascuala Parejo 4, Zamora, 35684",+34944 546 068,,
934,paciente,Darío,Navarrete,1948-07-20,"Ronda Poncio Almeida 66, Albacete, 15700",+34 872 824 054,,
935,doctor,Nilo,Casal,1977-12-30,"Rambla Fortunato Martin 19 Piso 4 , Palencia, 01623",+34 822 957 387,Oftalmología,Consultorio 3
936,administrativo,Rolando,Haro,1997-07-12,"Avenida de Teobaldo Moll 12 Puerta 7 , Albacete, 02860",+34820 88 08 04,,
937,paciente,Abigaíl,Martorell,1957-09-02,"Callejón de Lucía Colomer 22 Piso 1 , Navarra, 39448",+34946 976 100,,
938,administrativo,Carolina,Cabrera,1964-12-02,"Cuesta de Olimpia Anaya 3, Melilla, 22117",+34 961 11 33 94,,
939,administrativo,Desiderio,Acuña,1971-11-11,"Avenida de Emperatriz Hierro 9 Puerta 7 , León, 22549",+34744338864,,
940,administrativo,Alma,Pujadas,1985-01-29,"Camino Pascuala Salas 83 Piso 3 , Soria, 28884",+34845764861,,
941,doctor,Aníbal,Luz,1953-12-30,"Vial Loreto Quirós 98 Apt. 83 , Tarragona, 50208",+34948 24 37 06,Psiquiatría,Consultorio 4
942,administrativo,Iris,Cuenca,1993-04-27,"Callejón Filomena Somoza 79, Huesca, 27795",+34 878 53 72 56,,
943,administrativo,Jeremías,Benito,1958-05-18,"Calle Luciana Tamayo 2, Zamora, 14041",+34 873 952 777,,
944,paciente,Bernardita,Cabañas,2007-01-31,"Callejón de Pepita Lobo 35, Cantabria, 38728",+34 986277312,,
945,doctor,Chus,Laguna,1959-01-13,"Via Hilda Goicoechea 6 Piso 0 , Castellón, 32642",+34987 413 869,Traumatología,Consultorio 6
946,doctor,Mónica,Noguera,1988-09-28,"Vial de María Jesús Marqués 76 Piso 3 , Pontevedra, 02557",+34 981 920 364,Oftalmología,Consultorio 4
947,administrativo,Hilda,Piña,1946-03-11,"Ronda Miguel Landa 5 Puerta 0 , Albacete, 06208",+34 984099624,,
948,paciente,Ana Sofía,Moya,1961-04-06,"Glorieta Quique Ramis 95 Piso 4 , Lleida, 15508",+34988 644 809,,
949,administrativo,Úrsula,Carreño,1975-12-17,"Pasaje Fidela Torralba 86 Piso 7 , Ceuta, 50306",+34925 68 05 56,,
950,administrativo,Antonio,Goñi,1964-02-10,"C. de Leticia Aragón 30, Álava, 07411",+34900 659 983,,
951,doctor,Haroldo,Barrios,1974-09-21,"Avenida Cecilio Clemente 76, Pontevedra, 26471",+34 828 838 390,Endocrinología,Consultorio 5
952,paciente,Tristán,Garay,1965-08-17,"Acceso Purificación Martín 90 Apt. 31 , Barcelona, 45467",+34 924 66 65 15,,
953,administrativo,Sergio,Martinez,1947-12-08,"Vial de Néstor Bárcena 20, Navarra, 43400",+34 872 50 72 65,,
954,doctor,Reina,Alvarado,1949-01-05,"Pasadizo de Purificación Vazquez 52 Apt. 15 , Almería, 14616",+34 978 98 64 57,Oftalmología,Consultorio 10
955,paciente,Rosaura,Porta,1971-08-31,"Via de Mariana Cañellas 75, Badajoz, 05195",+34845524491,,
956,administrativo,Joaquina,Tudela,1995-11-15,"Camino de Feliciana Arnal 325, Las Palmas, 28772",+34978 56 38 39,,
957,administrativo,Cecilia,Vives,1951-12-25,"Rambla Heriberto Lago 812, Vizcaya, 02147",+34983 073 791,,
958,administrativo,Guillermo,Trujillo,1975-12-18,"Urbanización Faustino Nuñez 52, Cantabria, 49597",+34 876 690 491,,
959,doctor,Celso,Checa,1967-06-18,"Ronda Cristian Fortuny 41 Apt. 79 , Vizcaya, 21149",+34965 67 28 46,Pediatría,Consultorio 1
960,paciente,Loreto,Sanchez,1953-11-24,"Cuesta de Rufina Barroso 1, Valladolid, 10415",+34 985117233,,
961,doctor,Maxi,Cañas,1980-08-06,"Calle Eliseo Salas 6 Piso 5 , Almería, 06637",+34 984371146,Neurología,Consultorio 1
962,administrativo,María Fernanda,Canet,1982-05-19,"Acceso de Nydia Collado 65, Toledo, 03027",+34 920 674 804,,
963,doctor,Emiliano,Vergara,1953-06-16,"Callejón de María Del Carmen Carballo 201 Piso 5 , Álava, 36383",+34943 095 083,Ginecología,Consultorio 8
964,administrativo,Andrés,Gomis,1980-06-08,"Glorieta Zacarías Arévalo 6, Álava, 10707",+34 846 448 619,,
965,administrativo,Cristóbal,Carro,1982-12-08,"Alameda de Azahar Ramírez 5 Apt. 74 , Almería, 35387",+34 888 754 553,,
966,doctor,Leocadia,Morcillo,1954-12-20,"Avenida Iris Castells 4, Toledo, 08254",+34945 72 45 52,Endocrinología,Consultorio 5
967,paciente,Alba,Lumbreras,1983-11-08,"Paseo Felicia Cano 664 Puerta 5 , Cádiz, 14410",+34943 83 42 98,,
968,paciente,Eli,Losada,1992-01-13,"Glorieta Joaquín Fernandez 930, Barcelona, 35036",+34 887151363,,
969,administrativo,Felix,Guardiola,1959-08-24,"Paseo de Daniel Alcázar 42 Apt. 00 , Burgos, 02516",+34859 02 55 83,,
970,doctor,Régulo,Ariño,1995-09-01,"C. de Cándida Mancebo 43 Apt. 39 , Valencia, 28350",+34 980939212,Pediatría,Consultorio 9
971,administrativo,Leopoldo,Garcés,1994-04-02,"C. de Anna Adán 22 Puerta 1 , Toledo, 15510",+34986 327 692,,
972,doctor,Conrado,Hervia,1959-11-17,"Rambla Encarnita Torrent 6, Madrid, 10088",+34 979636274,Traumatología,Consultorio 2
973,paciente,Pilar,Flor,2006-04-16,"Alameda de José Antonio López 73 Piso 5 , Las Palmas, 23825",+34 846229763,,
974,administrativo,Rufino,Nieto,1964-04-19,"C. Silvia Mancebo 973, Madrid, 23286",+34824 17 85 35,,
975,paciente,Andrés,Cañellas,1973-12-19,"Pasadizo de Nazaret Ramirez 65 Piso 4 , Soria, 34319",+34873992223,,
976,paciente,Eladio,Paredes,1974-07-09,"Camino de Cecilio Sacristán 21, Teruel, 26313",+34822 79 91 45,,
977,paciente,Mar,Casanovas,1999-09-15,"Ronda de Nacio Calleja 35, La Coruña, 31077",+34 885 585 327,,
978,paciente,Trinidad,Arce,1976-07-30,"Calle Leandra Castrillo 90, Lleida, 40730",+34923 698 670,,
979,paciente,Porfirio,Cruz,1979-09-18,"Cuesta de Salud Buendía 81 Puerta 9 , Córdoba, 05926",+34920 67 25 18,,
980,administrativo,Teo,Riquelme,2003-05-27,"Vial de Loreto Peña 47 Piso 9 , La Coruña, 30073",+34 988 700 045,,
981,administrativo,Rico,Salas,1983-07-13,"Calle de Felix Rivera 605 Puerta 7 , Sevilla, 35613",+34872 552 577,,
982,doctor,Fernando,Torres,1974-06-25,"Avenida de Ale Carranza 418 Puerta 8 , Barcelona, 48435",+34977 922 721,Oftalmología,Consultorio 1
983,doctor,Celestino,Bautista,1944-10-22,"C. Jerónimo Vega 72, Valladolid, 51258",+34944 833 457,Gastroenterología,Consultorio 9
984,doctor,Joel,Páez,1960-03-23,"Plaza Isidro Reina 1 Piso 1 , Guipúzcoa, 03283",+34987 556 248,Cardiología,Consultorio 2
985,doctor,Amílcar,Sanjuan,1948-08-28,"Urbanización de Valero Roldán 135, Cádiz, 28714",+34 825 91 08 72,Traumatología,Consultorio 2
986,doctor,Cándida,Murcia,1950-07-04,"Vial de Alba Márquez 3, La Coruña, 46616",+34885440279,Gastroenterología,Consultorio 6
987,doctor,Herminio,Coll,1981-08-13,"Acceso de Marco Hoz 49 Puerta 5 , Cantabria, 11751",+34 879 55 74 27,Pediatría,Consultorio 9
988,administrativo,Erasmo,Marí,1982-06-11,"Urbanización de Emiliano Figueroa 785 Puerta 4 , Burgos, 20219",+34902 126 182,,
989,doctor,José Manuel,Piña,1993-09-18,"Paseo de Eligio Bayón 645, Baleares, 23577",+34844 58 91 46,Endocrinología,Consultorio 8
990,administrativo,Bonifacio,Martí,2006-11-30,"Calle Hernán Ramirez 8, Salamanca, 46665",+34 824 47 63 91,,
991,doctor,Manuel,Barbero,1949-12-02,"Calle Yolanda Catalán 48 Piso 3 , Asturias, 33680",+34 984 880 499,Dermatología,Consultorio 5
992,administrativo,Loida,Martorell,2000-12-13,"Calle Victoria Talavera 599 Apt. 72 , Cuenca, 05259",+34859620770,,
993,paciente,Elías,Batlle,1968-10-14,"Cañada de Nicodemo Mascaró 58, Guadalajara, 31670",+34 920 260 949,,
994,paciente,Ángela,Herranz,1945-06-01,"Camino Pascuala Abascal 6, Zaragoza, 42011",+34 979 43 26 38,,
995,paciente,Paloma,Vidal,1956-05-30,"Ronda Antonio Morillo 656, Barcelona, 05192",+34 847 40 65 48,,
996,administrativo,Pía,Alemán,1945-01-08,"Plaza Norberto Pinilla 40 Piso 1 , Asturias, 49476",+34953 168 123,,
997,administrativo,Ángel,Casal,1953-10-01,"Plaza Nydia Puerta 15, Lleida, 28450",+34981 546 588,,
998,doctor,Cecilio,Alfonso,2003-12-16,"Via Luciana Alvarado 64, Córdoba, 16827",+34841 81 31 76,Dermatología,Consultorio 7
999,paciente,Tania,Barbero,1964-07-11,"Cañada de Lourdes Leiva 55, León, 39750",+34874453465,,
1000,administrativo,Ruy,Jáuregui,2002-12-09,"Glorieta de Fabio Feliu 8, Huelva, 24137",+34 825 36 41 03,,
1001,doctor,Nicodemo,Quero,1953-01-17,"Callejón de Jennifer Verdugo 55 Apt. 54 , Málaga, 05169",+34884 653 250,Traumatología,Consultorio 5
1002,paciente,Chus,Jordá,1998-10-23,"Alameda Danilo Porras 923 Piso 0 , Zaragoza, 22237",+34 988 66 49 06,,
1003,administrativo,Tecla,Parra,1982-01-10,"Rambla Angelita Roura 69 Piso 4 , Huesca, 24242",+34 872 298 689,,
1004,doctor,Silvio,Collado,1955-01-15,"Avenida Isidora Hidalgo 6 Apt. 61 , Cáceres, 25840",+34927 269 450,Endocrinología,Consultorio 9
1005,paciente,Eulalia,Mayo,1951-12-22,"Acceso Dani Tovar 2 Apt. 19 , Huelva, 30100",+34 877656667,,
1006,doctor,Hugo,Mata,1976-02-24,"Cañada Ulises Quintero 506 Piso 3 , Vizcaya, 04287",+34 928629939,Oncología,Consultorio 9
1007,doctor,Eliana,Ramis,1983-10-18,"Callejón de Maite Gallardo 66, Cáceres, 30791",+34844 204 438,Psiquiatría,Consultorio 3
1008,administrativo,Alberto,Alcolea,1965-09-20,"Glorieta Fabio Godoy 14, Alicante, 50548",+34 985308530,,
1009,paciente,Jesusa,Sastre,2002-03-01,"Avenida de Cosme Casas 57 Piso 7 , Murcia, 44427",+34843 33 25 17,,
1010,administrativo,Hilda,Gallego,1957-12-12,"Vial de Juan Francisco Pedro 27, Lleida, 30703",+34 971 39 26 49,,
1011,doctor,Brunilda,Marí,1962-01-19,"Acceso de Marina Bellido 53 Apt. 26 , Palencia, 02142",+34 981155173,Neurología,Consultorio 6
1012,administrativo,Olalla,Calderon,1983-03-27,"Acceso Marcio Bolaños 46 Piso 9 , Las Palmas, 26852",+34 860875390,,
1013,administrativo,Remigio,Montenegro,2007-04-07,"Callejón de Nazaret Casas 20 Puerta 7 , Lleida, 15240",+34 926928957,,
1014,doctor,Oriana,Pinto,1998-07-04,"Calle de Aureliano Diéguez 3, Soria, 44206",+34925207470,Oftalmología,Consultorio 3
1015,doctor,Toni,Mora,2003-11-29,"Pasadizo de Catalina Palacio 400 Apt. 89 , Murcia, 45406",+34 938 004 890,Neurología,Consultorio 7
1016,administrativo,Leonel,Cueto,1955-01-11,"Pasaje Clementina Mir 18 Piso 0 , Las Palmas, 12047",+34873 082 582,,
1017,doctor,Melania,Soria,1966-12-02,"Callejón Raúl Sevillano 32, Las Palmas, 46519",+34 826769869,Psiquiatría,Consultorio 3
1018,administrativo,Victor Manuel,Badía,1997-02-14,"Avenida Fabiana Verdugo 698 Apt. 09 , Salamanca, 11659",+34926 661 782,,
1019,paciente,Pío,Bayón,2001-04-22,"Pasaje de Basilio Ariza 34, Cáceres, 09917",+34741746260,,
1020,doctor,Esther,Company,1992-01-21,"Pasaje Haydée Laguna 89 Piso 9 , Álava, 33833",+34979 859 404,Ginecología,Consultorio 4
1021,paciente,Vidal,Roda,1985-08-24,"Plaza Fortunato Vicens 3 Apt. 53 , Cantabria, 07172",+34927 393 201,,
1022,administrativo,Jose Angel,Ferrando,1947-11-30,"Vial de Reina Salamanca 4 Piso 5 , Baleares, 47742",+34831 23 67 75,,
1023,administrativo,Blanca,Pedrero,1964-06-24,"Ronda Eleuterio Folch 49, Huesca, 21599",+34875605076,,
1024,administrativo,Custodia,Segarra,1989-05-19,"Via de Herminia Solé 8 Apt. 35 , Cáceres, 33240",+34871223828,,
1025,administrativo,Mireia,Santiago,1966-07-02,"Pasaje Ricardo Tovar 3 Apt. 91 , Málaga, 46728",+34928 64 77 66,,
1026,administrativo,Mireia,Murcia,1952-05-03,"Alameda Matías Font 83 Piso 3 , Jaén, 51957",+34979 13 92 97,,
1027,administrativo,Horacio,Gallego,2002-03-10,"Via de Noé Cano 42, Palencia, 44994",+34 975213909,,
1028,paciente,Hector,Frutos,1986-01-15,"Pasadizo Abilio Soria 487 Apt. 10 , Barcelona, 02255",+34926 717 858,,
1029,doctor,María Fernanda,Moreno,2002-09-23,"Cuesta Hector Crespo 778, Córdoba, 15117",+34 982 01 82 42,Cardiología,Consultorio 10
1030,doctor,Gonzalo,Guardiola,1970-03-04,"Urbanización de Agustín Lastra 92 Apt. 51 , Asturias, 21787",+34876 794 251,Psiquiatría,Consultorio 9
1031,administrativo,Trinidad,Leiva,1980-11-26,"Cuesta de Joel Jover 27 Apt. 25 , Murcia, 38521",+34 973449557,,
1032,paciente,Azeneth,Ferrera,1975-07-11,"Avenida de María Pilar Valentín 52 Piso 0 , Girona, 14024",+34 984328026,,
1033,doctor,Begoña,Aragonés,2005-03-18,"Alameda de Martina Sans 70 Puerta 7 , Ávila, 18822",+34 980999414,Traumatología,Consultorio 10
1034,paciente,Lorenzo,Águila,1977-09-17,"Avenida Ernesto Alcalá 22 Apt. 36 , La Rioja, 04763",+34826 964 014,,
1035,administrativo,Cándida,Antúnez,2002-02-05,"Pasaje Enrique Gonzalo 6, Almería, 10828",+34925 84 32 35,,
1036,administrativo,Abril,Tur,1986-08-27,"Calle Toribio Carrillo 50, Almería, 46485",+34 971309507,,
1037,doctor,Salomón,Garriga,1963-10-16,"Cañada de Amelia Bermúdez 74, Salamanca, 04846",+34824 66 40 58,Neurología,Consultorio 4
1038,administrativo,Fito,Orozco,1963-05-13,"Rambla de Antonia Novoa 8, Cáceres, 41735",+34878 13 66 56,,
1039,paciente,Prudencia,Mir,1997-03-27,"Callejón Tito Zapata 29, Palencia, 31553",+34 748 32 82 26,,
1040,paciente,Adalberto,Calzada,2004-02-02,"Urbanización Patricia Morcillo 5 Piso 7 , Albacete, 46125",+34 827 51 32 21,,
1041,paciente,Blas,Beltrán,1950-08-09,"Callejón de Andrea Mur 83 Piso 7 , Cáceres, 34329",+34748964207,,
1042,doctor,Pepe,Cadenas,1969-06-19,"Urbanización Eutropio Antón 91 Apt. 29 , Ceuta, 46224",+34 974 153 107,Dermatología,Consultorio 6
1043,administrativo,Octavio,Osuna,2005-08-22,"Callejón de Eugenio Portillo 2 Piso 2 , Cantabria, 33019",+34 971 475 199,,
1044,doctor,Petrona,Enríquez,1977-07-07,"Plaza de Ramona Nicolau 25, Sevilla, 30883",+34 980 392 620,Neurología,Consultorio 2
1045,administrativo,Aroa,Muro,1972-03-05,"Via Ángela Aparicio 49 Apt. 81 , Girona, 25137",+34879730975,,
1046,administrativo,Manola,Oliver,1974-01-16,"Avenida Benita Cano 624, Soria, 45925",+34 872 627 565,,
1047,paciente,Raúl,Granados,1992-03-01,"Paseo Beatriz Mercader 6 Piso 8 , Palencia, 35118",+34 975142239,,
1048,doctor,Ileana,Pallarès,1990-11-08,"C. Calixta Uribe 66 Apt. 82 , Lugo, 21831",+34 984 513 071,Oftalmología,Consultorio 10
1049,doctor,Eloy,Valverde,1967-04-04,"Pasadizo Gastón Salazar 77 Piso 6 , Huelva, 10973",+34 888567542,Dermatología,Consultorio 4
1050,paciente,Susanita,Abad,1953-02-03,"Pasadizo de Javi Hoz 532, Segovia, 37540",+34 973 144 543,,
1051,doctor,Cristina,Fuentes,1959-11-17,"Callejón Perlita Tena 190 Piso 7 , Tarragona, 19863",+34882 656 526,Cardiología,Consultorio 7
1052,doctor,Anna,Rivas,1957-08-08,"Acceso Soraya Torrents 84 Puerta 0 , Melilla, 17628",+34981051840,Endocrinología,Consultorio 9
1053,doctor,Iris,Luís,1996-05-18,"Acceso de Rosaura Solís 93 Piso 5 , Asturias, 36304",+34807 458 047,Pediatría,Consultorio 10
1054,administrativo,Matías,Cerro,1946-12-29,"Glorieta Marco Haro 5 Puerta 5 , Ourense, 24873",+34851521154,,
1055,administrativo,Toni,Plaza,1972-09-29,"Camino Domingo Ochoa 90 Puerta 8 , Córdoba, 48701",+34 821 34 88 12,,
1056,doctor,Jorge,Vilaplana,1988-02-24,"Glorieta de Celso Berrocal 60, La Rioja, 38061",+34 806 54 64 97,Cardiología,Consultorio 6
1057,doctor,Nando,Sedano,1985-12-04,"C. Íñigo Belda 20, Navarra, 20414",+34926 063 903,Neurología,Consultorio 1
1058,administrativo,Vera,Bas,2004-12-14,"Callejón Samu Haro 15 Apt. 68 , Ciudad, 30435",+34901 256 896,,
1059,doctor,Rita,Jordán,1954-03-16,"Rambla de Isabela Arnal 1 Piso 7 , Guadalajara, 50951",+34 888 282 266,Cardiología,Consultorio 6
1060,paciente,Abigaíl,Llamas,1974-07-12,"Ronda Régulo Aragonés 97, León, 06496",+34 985 036 127,,
1061,doctor,Amador,Montero,2006-08-29,"Pasadizo de Elisabet Barral 2, Cuenca, 43845",+34 949079630,Traumatología,Consultorio 3
1062,doctor,Alondra,Guitart,1987-03-27,"Pasadizo de Teresa Salas 40 Apt. 60 , La Rioja, 01431",+34949 29 66 96,Oncología,Consultorio 9
1063,doctor,Trinidad,Ros,1980-03-25,"Acceso Emperatriz Sanjuan 51, Navarra, 17049",+34985 089 021,Cardiología,Consultorio 6
1064,paciente,Raúl,Blanes,1986-08-03,"Camino de Fernanda Ribas 40, Baleares, 22993",+34 822 745 300,,
1065,paciente,Francisco,Poza,1947-03-02,"Cañada de Rosaura Rueda 84 Apt. 97 , Cádiz, 25072",+34856 352 617,,
1066,administrativo,Fátima,Serra,1977-11-20,"Vial de Sancho Pavón 78, La Coruña, 51988",+34 945 18 52 66,,
1067,administrativo,Ani,Pina,1944-09-03,"Via de Leoncio Ferrández 96 Apt. 69 , Murcia, 42031",+34885667872,,
1068,doctor,Candelaria,Arnal,1997-09-24,"Cañada de María Vilanova 83 Piso 3 , Almería, 04548",+34 822 694 083,Oftalmología,Consultorio 6
1069,administrativo,Pastora,Guerrero,1980-09-02,"Paseo Arturo Villena 78, Las Palmas, 01741",+34824 289 093,,
